changrenchiao,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2015/2/6 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/2/7 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/2/8 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/2/9 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/2/10 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/2/11 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/2/12 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/2/13 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/2/14 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/2/15 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/2/16 上午 12:00:00,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/2/17 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/2/18 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/2/19 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/2/20 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/2/21 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,18.0
2015/2/22 上午 12:00:00,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/2/23 上午 12:00:00,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/2/24 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/2/25 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/2/26 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/2/27 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/2/28 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/3/1 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/3/2 上午 12:00:00,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/3/3 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/3/4 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/3/5 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/3/6 上午 12:00:00,0,0,0,0,-999996.0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/3/7 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0
2015/3/8 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0
2015/3/9 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/3/10 上午 12:00:00,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/3/11 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/3/12 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/3/13 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0
2015/3/14 上午 12:00:00,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/3/15 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/3/16 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,-999996.0,0,-999996.0
2015/3/17 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0
2015/3/18 上午 12:00:00,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/3/19 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/3/20 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/3/21 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/3/22 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0
2015/3/23 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/3/24 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0
2015/3/25 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/3/26 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0
2015/3/27 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/3/28 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0
2015/3/29 上午 12:00:00,0,0,0,0,0,0,0,-999996.0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0
2015/3/30 上午 12:00:00,-999996.0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,-999996.0,0,0,-999996.0,0
2015/3/31 上午 12:00:00,0,-999996.0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/4/1 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/4/2 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/4/3 上午 12:00:00,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/4/4 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/4/5 上午 12:00:00,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/4/6 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/4/7 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/4/8 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/4/9 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/4/10 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/4/11 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5
2015/4/12 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/4/13 上午 12:00:00,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/4/14 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/4/15 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/4/16 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/4/17 上午 12:00:00,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/4/18 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0
2015/4/19 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/4/20 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0
2015/4/21 上午 12:00:00,0,0,0,-999996.0,0,0,0,0,-999996.0,-999996.0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
2015/4/22 上午 12:00:00,0,0,0,0,0,0,0,0,0,-999996.0,0,0,-999996.0,0,-999996.0,0,0,0,0,0,0,0,0,0
2015/4/23 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/4/24 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/4/25 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,-999996.0,0
2015/4/26 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/4/27 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/4/28 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0
2015/4/29 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0
2015/4/30 上午 12:00:00,0,0,0,0,0,-999996.0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/5/1 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/5/2 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/5/3 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0
2015/5/4 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/5/5 上午 12:00:00,0,0,2.0,2.5,8.0,0.5,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/5/6 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0
2015/5/7 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/5/8 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/5/9 上午 12:00:00,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/5/10 上午 12:00:00,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/5/11 上午 12:00:00,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/5/12 上午 12:00:00,0,0,0,0,0,0,0,0,0,0.5,8.0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0
2015/5/13 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/5/14 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/5/15 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/5/16 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/5/17 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/5/18 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/5/19 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/5/20 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/5/21 上午 12:00:00,1.5,0.5,1.5,1.0,4.0,1.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.5,1.0,0,1.0,3.0,2.0,0.5,0.5,-999996.0
2015/5/22 上午 12:00:00,0,0,-999996.0,0,0.5,2.0,1.5,0,0,1.5,6.5,6.5,1.0,0,0,0,0.5,1.0,1.0,1.0,4.5,0,0,0
2015/5/23 上午 12:00:00,0,0.5,0,0,0,0,-999996.0,0,1.0,0,0.5,2.5,11.0,0.5,0,9.5,2.5,1.5,0,0,1.0,0,0.5,0
2015/5/24 上午 12:00:00,1.0,0,0,0,0.5,0,0,0,3.0,3.0,0,0,19.0,5.5,5.5,7.5,3.5,0.5,0.5,0.5,0,0,-999996.0,-999996.0
2015/5/25 上午 12:00:00,6.5,27.5,34.5,10.0,8.5,8.0,2.0,0.5,0,0,0.5,0,6.5,1.5,2.0,0,0,0,0,0,0,0,0,0
2015/5/26 上午 12:00:00,0,0,-999996.0,0,0,0,0,0,0,5.0,1.0,0,0,1.0,0,0,0,0,-999996.0,0,0,0,0,1.5
2015/5/27 上午 12:00:00,3.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/5/28 上午 12:00:00,0,0,0,0,1.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/5/29 上午 12:00:00,0,0,-999996.0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/5/30 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/5/31 上午 12:00:00,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,22.5,1.0,0,0,0,0,0,0
2015/6/1 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0
2015/6/2 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0
2015/6/3 上午 12:00:00,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0
2015/6/4 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/6/5 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/6/6 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/6/7 上午 12:00:00,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/6/8 上午 12:00:00,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/6/9 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/6/10 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/6/11 上午 12:00:00,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/6/12 上午 12:00:00,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0
2015/6/13 上午 12:00:00,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/6/14 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/6/15 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/6/16 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/6/17 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/6/18 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,-999996.0,0,0,0,0
2015/6/19 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/6/20 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/6/21 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0
2015/6/22 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/6/23 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0
2015/6/24 上午 12:00:00,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/6/25 上午 12:00:00,-999996.0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/6/26 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/6/27 上午 12:00:00,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0
2015/6/28 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/6/29 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0
2015/6/30 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0
2015/7/1 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,2.0,0,0,-999996.0,0,0,0,0,0,0,0
2015/7/2 上午 12:00:00,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/7/3 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/7/4 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/7/5 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,0,0,1.5,1.5,0,0,0,0,0
2015/7/6 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0.5,0,0,0,0
2015/7/7 上午 12:00:00,0,0,0,0,0,0,0,-999996.0,-999996.0,0,-999996.0,0.5,0.5,0,0,0,0,0,-999996.0,1.0,3.0,0,0,1.5
2015/7/8 上午 12:00:00,2.5,0.5,-999996.0,0.5,1.0,2.0,2.0,1.0,1.0,3.0,1.5,1.5,4.0,1.5,-999996.0,0,0,0.5,5.0,1.5,0,0.5,0,0
2015/7/9 上午 12:00:00,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0
2015/7/10 上午 12:00:00,0,0,0,0,0,-999996.0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/7/11 上午 12:00:00,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/7/12 上午 12:00:00,0,0,2.0,3.5,0,2.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/7/13 上午 12:00:00,0,0,0,-999996.0,0,0,0,5.5,31.5,0,0,0,0,0,0,0,0,0,0,0,1.5,10.5,0.5,0
2015/7/14 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0
2015/7/15 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0
2015/7/16 上午 12:00:00,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/7/17 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,24.5,0.5,0
2015/7/18 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0.5,0,0,0,0,0,0,0
2015/7/19 上午 12:00:00,0,2.5,5.0,1.5,6.0,5.0,1.5,0.5,0.5,6.0,4.5,-999996.0,0.5,2.0,2.0,4.0,0,0,-999996.0,2.0,0,0,0,0
2015/7/20 上午 12:00:00,0,0,0,1.0,0.5,0,2.5,0.5,3.0,2.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/7/21 上午 12:00:00,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/7/22 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,9.0,10.5,0,5.5,1.5,0,0,0
2015/7/23 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/7/24 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/7/25 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/7/26 上午 12:00:00,0,15.5,0,0,0,9.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,-999996.0,-999996.0,0,0,0
2015/7/27 上午 12:00:00,0,0,0,0,0,0,0,-999996.0,-999996.0,0,0,0,0,-999996.0,0,-999996.0,0,0.5,-999996.0,0,0,0,0,0
2015/7/28 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
2015/7/29 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0
2015/7/30 上午 12:00:00,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/7/31 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0
2015/8/1 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0
2015/8/2 上午 12:00:00,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/8/3 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/8/4 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/8/5 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0
2015/8/6 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/8/7 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/8/8 上午 12:00:00,0,0,0.5,1.5,1.5,2.5,2.5,10.5,14.0,16.5,13.0,13.0,22.0,24.5,21.0,15.5,11.0,17.5,9.5,2.5,2.0,0.5,1.0,12.5
2015/8/9 上午 12:00:00,8.5,24.0,33.0,19.5,3.0,0.5,0,0,1.5,0,0,-999996.0,0,-999996.0,0,0,0,0,0,0,0,0,0,0
2015/8/10 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/8/11 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/8/12 上午 12:00:00,0,0,0,0,0,0,-999996.0,0,18.0,0.5,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0
2015/8/13 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/8/14 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,8.5,1.0,0,0,0
2015/8/15 上午 12:00:00,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0
2015/8/16 上午 12:00:00,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
2015/8/17 上午 12:00:00,0,0,-999996.0,0,0,0,0,0,0,0,0,4.0,0.5,2.5,0,0,0,0,0,0,0,0,0,0
2015/8/18 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,11.0,0,0,0,0
2015/8/19 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.0,0,0,0,0,0,0
2015/8/20 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/8/21 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,4.0,0,0,0,0,0,0,0,0
2015/8/22 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/8/23 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
2015/8/24 上午 12:00:00,0,0,0,8.0,4.5,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,6.5,27.0
2015/8/25 上午 12:00:00,16.0,22.0,1.0,5.0,1.0,11.5,5.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5
2015/8/26 上午 12:00:00,0.5,5.5,0.5,17.5,16.0,10.5,0.5,11.5,6.5,4.0,0,0,7.5,0,0,0,0,0,0,7.5,5.0,0,1.0,0.5
